PPMXL,RAJ2000[deg],DEJ2000[deg],pmRA[mas/yr],pmDE[mas/yr],e_pmRA[mas/yr],e_pmDE[mas/yr],Jmag[mag],e_Jmag[mag],Kmag[mag],e_Kmag[mag],Chi_squared
510060000000000000,54.57716,49.507335,13.9,-26.0,4.1,4.1,11.103,0.022,10.349,0.015,4.451740286441176
510060000000000000,54.586974,49.526753,22.1,-27.6,4.1,4.1,12.497,0.02,11.575,0.017,0.09019683690203449
510073000000000000,54.643677,49.692918,26.5,-30.9,4.1,4.1,12.309,0.021,11.749,0.019,1.9055148792836751
510086000000000000,54.832814,49.586504,28.3,-18.3,4.0,4.0,14.693,0.032,13.912,0.06,5.8719136730113455
510088000000000000,54.890496,49.634924,21.0,-21.8,4.0,4.0,14.413,0.03,13.509,0.042,1.501967616712622
510085000000000000,55.038162,49.693905,17.3,-18.8,6.8,6.8,10.796,0.023,10.367,0.021,1.8919985665951216
510099000000000000,55.134114,49.501605,12.0,-26.6,5.4,5.4,15.447,0.055,14.503,0.082,3.847951001713643
510098000000000000,55.169247,49.646405,18.7,-34.5,5.4,5.4,15.248,0.057,14.431,0.083,2.6762644424508233
510098000000000000,55.177439,49.627099,18.8,-18.7,4.2,4.2,15.342,0.056,14.741,0.112,4.153797544433909
510099000000000000,55.206289,49.559139,19.7,-31.2,4.0,4.0,14.255,0.031,13.352,0.031,1.859905643494037
510194000000000000,55.374751,49.694072,22.6,-19.1,5.3,5.3,13.868,0.032,13.213,0.037,1.903636099167454
510196000000000000,55.422018,49.601356,23.3,-34.0,4.0,4.0,14.097,0.031,13.186,0.038,3.3661088601902382
510198000000000000,55.48573,49.669478,13.0,-24.7,4.0,4.0,14.421,0.043,14.105,0.071,5.843278630868832
510201000000000000,55.506512,49.714189,12.8,-27.1,4.1,4.1,15.475,0.058,14.573,0.091,5.631071042250491
510199000000000000,55.528967,49.613672,22.7,-26.8,4.1,4.1,14.981,0.047,14.448,0.084,0.004837054344904039
510203000000000000,55.622217,49.738462,22.3,-23.5,4.0,4.0,13.094,0.024,12.252,0.024,0.5515228429323668
510247000000000000,55.651921,49.578534,19.2,-25.2,4.0,4.0,14.3,0.03,13.563,0.043,0.8457479009466915
510206000000000000,55.686042,49.650308,31.4,-23.1,4.0,4.0,10.599,0.023,10.114,0.024,5.177991151757769
510207000000000000,55.710164,49.718142,26.2,-28.0,4.0,4.0,14.475,0.051,13.824,0.059,0.8507590333216298
510208000000000000,55.777819,49.671144,12.6,-25.7,4.0,4.0,14.553,0.04,13.881,0.061,6.160888973299542
510208000000000000,55.817339,49.657501,15.6,-23.2,4.0,4.0,14.99,0.044,14.006,0.063,3.686344081484015
510255000000000000,55.893891,49.510292,14.0,-21.7,4.0,4.0,13.093,0.024,12.194,0.024,5.9267975037844955
510257000000000000,55.994276,49.541683,17.3,-28.1,4.0,4.0,12.069,0.024,11.16,0.021,1.9097783418922485
510241000000000000,56.126668,49.748417,18.7,-28.4,4.0,4.0,12.746,0.022,11.837,0.026,1.1819710207700347
407345000000000000,45.975321,50.190978,14.9,-30.5,4.0,4.0,12.815,0.023,12.18,0.018,4.607199311717004
407356000000000000,46.008747,50.064428,30.8,-26.8,4.0,4.0,11.54,0.023,10.61,0.019,3.890130131398234
407357000000000000,46.127842,50.008254,21.4,-20.6,4.0,4.0,14.353,0.031,13.703,0.036,2.1892086281329415
407363000000000000,46.277003,50.021941,20.7,-24.2,4.0,4.0,14.001,0.023,13.095,0.025,0.5641699865453105
407363000000000000,46.320874,50.025643,17.3,-18.0,4.0,4.0,11.855,0.023,11.419,0.018,6.079279103193381
407363000000000000,46.369602,50.026885,16.0,-17.4,5.4,5.4,15.115,0.042,14.231,0.067,4.287216493298086
407517000000000000,46.903048,50.068621,27.1,-34.6,4.0,4.0,13.711,0.023,12.756,0.026,5.0436450790391465
407521000000000000,47.006301,50.019884,23.3,-24.2,4.0,4.0,11.915,0.022,11.379,0.018,0.3377145282682673
407521000000000000,47.04756,50.026291,13.6,-30.1,4.0,4.0,13.21,0.027,12.533,0.028,5.741624231262908
407522000000000000,47.079724,50.042243,19.2,-20.2,5.4,5.4,15.445,0.057,14.288,0.051,1.7470695453103955
407544000000000000,47.202271,50.129156,18.5,-19.5,4.1,4.1,14.936,0.034,14.397,0.059,3.814614869434755
407545000000000000,47.211893,50.163096,20.0,-23.8,4.0,4.0,14.879,0.047,14.063,0.053,0.8827348303807709
407551000000000000,47.268395,50.181022,26.5,-19.6,4.0,4.0,12.838,0.025,11.832,0.02,3.6963663462338934
407554000000000000,47.320711,50.126698,23.4,-21.4,4.0,4.0,13.437,0.023,12.493,0.023,1.5845319882235365
407555000000000000,47.448143,50.090942,15.5,-36.6,5.3,5.3,14.972,0.037,13.953,0.045,5.3402667964646415
407568000000000000,47.528913,50.067351,28.2,-26.7,4.0,4.0,13.338,0.026,12.847,0.029,1.787124911381816
409058000000000000,47.569999,50.195888,19.8,-19.3,4.0,4.0,11.78,0.022,11.057,0.02,3.6133247240206052
407558000000000000,47.57823,50.120935,24.9,-27.0,4.0,4.0,14.054,0.027,13.083,0.029,0.2952392157568713
409060000000000000,47.68676,50.213237,17.2,-18.2,4.0,4.0,14.515,0.031,13.576,0.033,5.943978529070005
407574000000000000,47.833396,50.012283,28.9,-18.5,4.0,4.0,14.499,0.034,13.987,0.046,6.098607756639575
409077000000000000,47.991832,50.036261,16.8,-11.8,7.9,7.9,8.913,0.026,8.072,0.024,3.981927103703259
409084000000000000,48.064936,50.14017,16.2,-21.7,4.0,4.0,12.531,0.023,12.022,0.022,3.9240149312668766
409088000000000000,48.234737,50.115791,24.6,-20.8,4.0,4.0,13.901,0.026,12.953,0.021,2.153653450805988
409088000000000000,48.315154,50.160458,24.2,-21.2,4.0,4.0,13.784,0.026,13.103,0.027,1.8109874465005789
409112000000000000,48.403619,50.120904,29.2,-26.6,4.0,4.0,12.903,0.023,11.969,0.022,2.4977512072185215
412091000000000000,48.426406,50.020812,20.3,-17.4,4.1,4.1,15.424,0.055,14.375,0.069,5.05881905998749
412115000000000000,48.480787,50.086976,14.5,-23.9,4.0,4.0,13.281,0.022,12.825,0.026,4.447081701070119
409114000000000000,48.545231,50.174839,23.3,-26.7,4.0,4.0,13.321,0.023,12.378,0.026,0.021535937944681872
412116000000000000,48.566104,50.103349,22.6,-25.1,4.0,4.0,14.405,0.028,13.523,0.037,0.11961095728279009
412124000000000000,48.662371,50.180169,25.2,-17.5,4.0,4.0,13.534,0.025,12.561,0.026,5.206864819251472
412118000000000000,48.671569,50.165423,33.9,-15.4,7.9,7.9,12.005,0.021,11.576,0.019,3.9289295090270784
412124000000000000,48.728329,50.20489,15.0,-22.5,4.0,4.0,14.292,0.03,13.675,0.036,4.52391906415253
412125000000000000,48.750288,50.139838,23.1,-24.2,4.0,4.0,13.428,0.023,12.519,0.021,0.3264991367624496
412126000000000000,48.769086,50.247039,27.2,-31.8,4.1,4.1,13.865,0.026,12.994,0.027,2.729521313568509
412121000000000000,48.782031,50.001025,30.7,-26.6,4.0,4.0,14.514,0.048,13.852,0.057,3.7899074838994355
412123000000000000,48.900165,50.020214,11.0,-23.2,5.5,5.5,14.977,0.039,14.49,0.078,4.78994424429863
412131000000000000,49.035626,50.086974,19.7,-35.3,4.1,4.1,12.248,0.025,11.356,0.021,4.919284268767428
412228000000000000,49.235407,50.179554,34.9,-30.6,5.5,5.5,14.862,0.061,14.218,0.093,5.315148802061629
412239000000000000,49.274157,50.032461,25.2,-30.9,5.3,4.1,13.084,0.023,12.219,0.023,1.3081582174998587
412240000000000000,49.342905,50.110377,22.4,-27.8,4.1,4.1,15.043,0.047,14.257,0.064,0.1008952629825282
412235000000000000,49.379946,50.217598,29.9,-21.9,4.2,4.2,15.396,0.055,14.546,0.078,3.9483926606940267
412235000000000000,49.381681,50.219522,26.4,-27.0,4.0,4.0,14.506,0.031,13.585,0.036,0.8178287348577393
412240000000000000,49.397075,50.041805,17.9,-23.6,4.1,4.1,13.283,0.022,12.327,0.023,1.8094566706460538
412243000000000000,49.397517,50.010453,26.2,-26.0,4.0,4.0,13.877,0.029,13.346,0.04,0.7338326112397008
412243000000000000,49.456077,50.000808,27.7,-29.3,4.1,4.1,15.153,0.047,14.258,0.066,1.8486083575789223
412248000000000000,49.529442,50.098773,32.7,-19.1,5.4,5.4,13.412,0.022,12.485,0.024,5.156924736830762
412248000000000000,49.529452,50.098773,24.1,-28.0,4.1,4.1,13.412,0.022,12.485,0.024,0.2331460194243757
412251000000000000,49.624698,50.045628,19.3,-22.2,4.2,4.2,14.842,0.04,14.321,0.068,1.6487274014687041
412250000000000000,49.627132,50.201187,19.7,-31.4,4.1,4.1,12.946,0.021,12.048,0.02,1.8832075227754124
412274000000000000,49.675564,50.217769,19.6,-18.3,5.4,5.4,12.905,0.02,12.452,0.023,2.580016373692212
412251000000000000,49.683692,50.153892,20.9,-28.9,4.0,4.0,13.683,0.025,12.768,0.026,0.5405460767777357
412252000000000000,49.703526,50.071024,16.7,-20.8,4.0,4.0,12.017,0.021,11.469,0.018,4.114199336163402
412252000000000000,49.712355,50.073034,33.0,-33.3,8.2,8.2,11.955,0.02,11.492,0.018,2.228985736350629
412253000000000000,49.733366,50.080759,10.8,-23.3,5.4,5.4,14.006,0.028,13.304,0.036,5.100780030054903
412274000000000000,49.739835,50.18504,20.6,-16.6,4.1,4.1,15.083,0.047,14.19,0.064,5.846860572554916
412254000000000000,49.816563,50.112827,18.8,-13.9,7.2,7.2,11.276,0.021,10.806,0.016,3.316504132203897
412277000000000000,49.861427,50.211278,25.5,-16.7,4.1,4.1,12.39,0.021,11.837,0.022,5.913099763819252
412280000000000000,49.875937,50.205664,24.5,-14.0,5.4,5.4,14.684,0.043,14.081,0.054,5.334849986160917
412302000000000000,49.918432,50.011197,26.1,-28.1,4.1,4.1,15.27,0.054,14.217,0.069,0.7901470538705052
412279000000000000,49.921961,50.114809,30.5,-28.7,4.1,4.1,11.625,0.022,10.73,0.023,3.7085411129770915
412279000000000000,49.940026,50.143214,27.8,-11.1,7.9,7.9,10.473,0.021,10.073,0.02,4.16593070003418
412281000000000000,49.991914,50.162231,19.1,-20.1,4.1,4.1,14.386,0.035,13.599,0.042,3.0880324003084585
412326000000000000,49.995402,50.074046,14.8,-29.2,4.1,4.1,14.069,0.025,13.101,0.032,3.9903422084590314
412715000000000000,50.538942,50.194496,26.0,-17.0,5.3,5.3,15.221,0.043,14.337,0.066,3.5051511992189743
412719000000000000,50.635604,50.174267,14.3,-23.5,4.1,4.1,14.286,0.032,13.549,0.041,4.559635051593389
412718000000000000,50.647247,50.10744,24.9,-30.8,5.5,5.5,14.553,0.066,13.589,0.045,0.7452758437853783
412355000000000000,50.652828,50.006106,15.9,-25.3,4.2,4.2,15.296,0.057,14.364,0.082,2.614456394544139
412720000000000000,50.744392,50.154376,18.7,-20.2,4.1,4.1,14.335,0.032,13.422,0.037,3.190008887203379
412727000000000000,50.843564,50.154138,23.1,-19.4,4.1,4.1,13.104,0.024,12.379,0.026,2.884534678692262
412727000000000000,50.852513,50.23075,29.1,-19.8,4.1,4.1,14.186,0.031,13.33,0.036,4.8712551644486215
412733000000000000,50.858364,50.0914,28.0,-20.2,4.3,4.3,15.278,0.062,14.978,0.117,3.5106284378021653
412739000000000000,50.903318,50.106006,26.2,-22.1,5.5,5.5,14.326,0.033,13.387,0.035,1.0153589341477862
412734000000000000,50.952004,50.049097,35.4,-27.4,5.5,5.5,13.002,0.024,12.468,0.025,5.201775814273398
412754000000000000,51.145334,50.234737,23.7,-22.2,4.1,4.1,14.289,0.031,13.375,0.036,1.1106445841116783
412770000000000000,51.285133,50.099018,24.7,-21.3,4.1,4.1,11.948,0.021,11.465,0.019,1.765524835889983
412771000000000000,51.359914,50.096617,15.4,-16.6,5.5,5.5,13.427,0.024,12.867,0.025,4.8991898878215325
412968000000000000,51.699962,50.037648,17.5,-27.7,5.3,5.3,14.618,0.034,13.727,0.045,0.9970998076822664
412963000000000000,51.717019,50.009071,18.3,-24.6,5.3,5.3,14.329,0.03,13.386,0.038,0.8066148918693519
413065000000000000,51.944889,50.176527,21.4,-25.6,4.0,4.0,10.911,0.023,10.288,0.025,0.15492750925855683
413069000000000000,52.151969,50.161933,18.2,-19.6,5.4,5.4,15.029,0.052,14.193,0.063,2.2815136826672404
413071000000000000,52.157696,50.009862,17.5,-23.1,5.3,5.3,14.963,0.045,14.075,0.058,1.3510357538761317
413071000000000000,52.198772,50.032902,24.4,-28.4,5.3,5.3,14.71,0.042,13.818,0.039,0.2204648015804122
413078000000000000,52.304012,50.134787,23.7,-28.2,4.0,4.0,12.607,0.025,11.685,0.018,0.2265151146148393
413080000000000000,52.440883,50.061737,10.5,-27.2,5.4,5.4,15.154,0.06,14.26,0.066,5.01455780179198
413080000000000000,52.440895,50.061783,12.6,-26.7,4.1,4.1,15.154,0.06,14.26,0.066,5.84162517255808
413105000000000000,52.499024,50.234113,26.8,-26.8,4.0,4.0,14.344,0.037,13.511,0.039,0.9932183679806345
413108000000000000,52.717824,50.217471,22.4,-34.0,4.0,4.0,14.325,0.041,13.776,0.056,3.353223091226107
413119000000000000,52.736679,50.014091,19.6,-25.6,4.0,4.0,12.203,0.023,11.266,0.019,0.6338485890920917
413120000000000000,52.815575,50.140147,20.1,-20.2,4.0,4.0,13.463,0.024,13.07,0.032,2.787919634262659
413115000000000000,52.832771,50.211313,18.6,-28.2,4.0,4.0,12.855,0.029,12.285,0.029,1.187936654549724
413115000000000000,52.85129,50.207635,21.7,-23.8,4.0,4.0,11.657,0.023,10.799,0.021,0.5014115191829683
413121000000000000,52.859161,50.055527,24.0,-16.1,5.3,5.3,14.968,0.063,14.049,0.061,3.811812504734378
413121000000000000,52.862509,50.085893,21.5,-29.0,4.0,4.0,15.082,0.04,14.204,0.057,0.4601293334275107
413131000000000000,53.025041,50.098299,16.7,-29.5,4.0,4.0,14.107,0.028,13.147,0.026,2.7024917585374935
413132000000000000,53.154781,50.033546,19.1,-21.1,4.0,4.0,14.473,0.049,13.663,0.047,2.532113257789538
413133000000000000,53.188221,50.087688,20.2,-36.2,4.0,4.0,12.16,0.026,11.256,0.022,5.983351712015959
509212000000000000,53.349959,50.129645,22.7,-29.0,4.0,4.0,12.245,0.026,11.35,0.021,0.36992895067859366
509261000000000000,53.53695,50.092564,17.9,-18.8,4.0,4.0,14.964,0.049,14.057,0.054,4.937934048463036
509221000000000000,53.586783,50.219117,18.5,-20.6,4.1,4.1,15.182,0.056,14.236,0.057,3.0058593829667943
509262000000000000,53.613605,50.028743,21.3,-30.4,4.0,4.0,13.695,0.029,13.123,0.031,1.0247169143373978
509268000000000000,53.633313,50.137259,27.1,-22.8,4.1,4.1,15.213,0.062,14.52,0.079,1.8700052097399116
509263000000000000,53.661436,50.038296,20.3,-22.4,4.0,4.0,13.237,0.022,12.644,0.025,1.359985532755994
509269000000000000,53.669885,50.061195,25.7,-32.6,5.4,5.4,15.091,0.038,14.05,0.057,1.5342543710552419
509268000000000000,53.723464,50.12734,14.1,-22.8,4.0,4.0,12.565,0.021,11.969,0.023,5.2641349035365
509274000000000000,53.888583,50.048662,15.2,-23.6,4.1,4.1,15.341,0.045,14.393,0.057,3.7085411129770938
509298000000000000,53.993772,50.088517,18.3,-17.7,4.0,4.0,13.015,0.027,12.258,0.019,5.801041943708626
509300000000000000,54.067987,50.143302,2.5,-24.1,10.0,10.0,11.934,0.029,11.362,0.027,4.119193802077617
509300000000000000,54.070466,50.141666,-1.5,-20.8,10.0,10.0,11.217,0.027,10.265,0.022,6.150064789431175
509300000000000000,54.090227,50.013267,22.0,-18.2,4.1,4.1,15.013,0.045,14.18,0.051,3.9600679389121063
509300000000000000,54.174596,50.044713,21.7,-29.3,4.0,4.0,14.554,0.038,13.575,0.042,0.527660307813605
509301000000000000,54.178951,50.12958,14.9,-25.9,4.0,4.0,14.572,0.045,13.929,0.056,3.6796625716507605
509314000000000000,54.298561,50.022903,18.9,-28.7,4.0,4.0,13.451,0.027,12.524,0.026,1.161210615216713
509309000000000000,54.346119,50.127761,20.9,-23.4,4.1,4.1,15.345,0.05,14.461,0.073,0.7409798191175991
509311000000000000,54.38384,50.138551,25.5,-31.0,4.1,4.1,13.261,0.026,12.312,0.023,1.5838792186084083
509310000000000000,54.39309,50.174157,16.9,-20.3,4.1,4.1,14.842,0.049,13.893,0.059,4.128738869244995
509321000000000000,54.393634,50.038202,25.2,-16.8,4.2,4.2,15.165,0.059,14.511,0.092,5.454912501118481
509310000000000000,54.436739,50.203335,30.9,-21.8,4.2,4.2,15.194,0.049,14.757,0.106,4.8326117792695085
509419000000000000,54.756373,50.09465,24.8,-19.9,4.1,4.1,15.273,0.05,14.358,0.08,2.7302041918289697
509426000000000000,54.83333,50.194171,28.0,-26.7,4.1,4.1,15.076,0.052,14.215,0.065,1.5825134620874945
509421000000000000,54.838708,50.151603,28.3,-21.1,4.1,4.1,15.246,0.058,14.443,0.085,3.4310649131447137
509428000000000000,54.942616,50.234835,18.0,-34.0,4.1,4.1,15.343,0.051,14.585,0.088,4.4656254777371345
510210000000000000,55.410553,50.069239,16.0,-21.3,4.0,4.0,14.303,0.035,13.427,0.04,4.321326140994247
510211000000000000,55.485341,50.140209,21.9,-32.5,4.0,4.0,14.867,0.047,13.848,0.066,2.181572616894937
510220000000000000,55.655384,50.204648,20.1,-25.9,5.5,5.5,15.378,0.05,14.611,0.092,0.23503290898419177
510219000000000000,55.662784,50.114993,15.9,-22.3,4.0,4.0,14.299,0.028,13.762,0.047,3.840257433000023
510220000000000000,55.686296,50.220143,16.0,-22.0,4.0,4.0,14.368,0.04,13.679,0.048,3.9154244186241214
510220000000000000,55.698002,50.22292,17.9,-35.0,4.0,4.0,14.248,0.055,13.322,0.045,5.691751532864697
510596000000000000,55.782531,50.220285,15.5,-20.3,5.5,5.5,15.377,0.063,14.475,0.085,2.9290278986688207
510226000000000000,55.944629,50.018115,31.7,-23.3,4.0,4.0,14.316,0.046,13.717,0.064,5.41470750013588
510602000000000000,56.041934,50.06738,20.5,-21.5,4.0,4.0,15.014,0.039,14.122,0.06,1.7940450465662583
510616000000000000,56.20014,50.017413,16.0,-25.2,4.1,4.1,15.491,0.062,14.505,0.096,2.6751186788187664
407370000000000000,46.06785,49.446951,24.7,-26.9,4.0,4.0,14.353,0.031,13.428,0.037,0.24059401033490851
407386000000000000,46.386012,49.415588,17.7,-21.5,4.0,4.0,12.165,0.023,11.639,0.025,3.0067390813016988
407395000000000000,46.501827,49.414886,20.6,-21.2,4.0,4.0,12.564,0.022,11.605,0.018,1.9527309051060198
407396000000000000,46.62792,49.415649,19.0,-22.0,4.1,4.1,15.288,0.05,14.636,0.078,1.9492190879529288
407391000000000000,46.630122,49.336014,20.0,-32.2,4.1,4.1,15.308,0.056,14.439,0.07,2.266529852978635
410399000000000000,46.703664,49.318379,15.1,-18.7,5.3,5.3,14.922,0.048,13.984,0.041,4.131782800000906
410401000000000000,46.859722,49.269744,16.3,-30.4,5.3,5.3,14.82,0.032,13.905,0.039,1.9574265994115656
410403000000000000,46.935581,49.345209,18.8,-17.7,4.0,4.0,13.936,0.023,12.948,0.024,5.551678451717573
410403000000000000,46.943041,49.285326,23.1,-17.2,4.0,4.0,11.933,0.022,11.46,0.02,5.178945653162525
410403000000000000,46.971323,49.34148,27.2,-29.0,5.3,5.3,14.338,0.025,13.415,0.033,0.9074027621721088
410406000000000000,47.034905,49.256136,25.0,-35.6,4.0,4.0,14.313,0.034,13.483,0.033,5.236692988149923
410433000000000000,47.21666,49.321286,19.1,-17.8,4.0,4.0,12.894,0.025,12.051,0.027,5.3118599737740215
410433000000000000,47.227401,49.321776,18.9,-17.4,5.4,5.4,15.332,0.042,14.355,0.065,3.263778695498184
410433000000000000,47.244704,49.307575,12.6,-18.7,5.4,5.4,15.283,0.045,14.251,0.065,5.467859470070387
410442000000000000,47.407985,49.431345,28.0,-19.4,4.1,4.1,15.283,0.045,14.362,0.057,4.457203312524834
410441000000000000,47.422713,49.35101,22.4,-33.3,4.0,4.0,13.932,0.023,13.025,0.029,2.7568983386082646
410441000000000000,47.425648,49.354941,21.7,-18.6,4.0,4.0,13.57,0.025,12.594,0.023,3.795873117679127
410442000000000000,47.441327,49.386197,18.8,-19.5,4.0,4.0,10.846,0.022,10.227,0.02,3.8529045766129677
410453000000000000,47.547569,49.299677,30.4,-16.8,5.3,5.3,12.93,0.025,12.495,0.023,5.306717051467025
410538000000000000,47.643931,49.444637,25.7,-23.1,4.0,4.0,14.0,0.027,12.967,0.027,1.2199124516088646
410550000000000000,47.752829,49.325682,20.8,-18.7,5.4,5.4,15.266,0.05,14.421,0.073,2.162941409071563
410553000000000000,47.91806,49.392973,22.3,-29.8,5.5,5.5,15.458,0.064,14.705,0.084,0.3549838516952897
410560000000000000,48.01572,49.417858,31.6,-17.1,5.4,5.4,15.306,0.051,14.398,0.062,5.588570589638478
410563000000000000,48.053812,49.363212,20.9,-31.3,4.0,4.0,14.125,0.023,13.211,0.03,1.5685440896939649
410599000000000000,48.496663,49.48506,21.9,-23.2,4.0,4.0,11.749,0.02,11.237,0.018,0.694698053644934
410639000000000000,48.525746,49.322671,18.1,-28.2,4.0,4.0,11.958,0.022,11.268,0.018,1.4492314141001583
410641000000000000,48.609617,49.352367,24.8,-26.2,4.0,4.0,12.948,0.022,12.036,0.022,0.2613544158882313
410644000000000000,48.632906,49.332918,9.4,-24.9,5.4,5.4,15.325,0.049,14.451,0.074,6.02489516801085
410644000000000000,48.654478,49.335516,22.3,-25.3,4.0,4.0,13.594,0.025,12.676,0.026,0.0983733010270928
410644000000000000,48.708028,49.328667,21.1,-16.5,4.1,4.1,15.219,0.045,14.323,0.059,5.853234102985851
410650000000000000,48.757504,49.356538,19.5,-26.0,4.0,4.0,12.037,0.021,11.516,0.019,0.6379052200622818
410654000000000000,48.967638,49.321695,13.6,-17.9,5.7,5.6,10.895,0.021,10.079,0.02,4.814553305252152
412155000000000000,48.993859,49.396269,32.2,-17.0,5.6,5.6,15.261,0.053,14.807,0.105,5.607284617680657
410666000000000000,49.130403,49.310893,20.8,-27.8,4.0,4.0,11.046,0.023,10.363,0.018,0.3214880043875089
412158000000000000,49.162386,49.45246,20.7,-24.1,6.9,6.9,10.452,0.022,9.962,0.018,0.20526049715788064
412168000000000000,49.166205,49.372256,21.6,-23.5,4.0,4.0,11.194,0.023,10.495,0.02,0.6166675638065844
412175000000000000,49.450549,49.307076,20.0,-33.2,5.6,5.6,15.435,0.052,14.452,0.086,1.6253003403517043
412179000000000000,49.475021,49.473572,21.8,-25.9,4.0,4.0,13.308,0.024,12.393,0.025,0.07379488985476892
412176000000000000,49.534839,49.272609,28.7,-27.9,4.1,4.1,14.086,0.03,13.197,0.034,2.138148740012709
412181000000000000,49.53569,49.315304,20.7,-27.3,4.0,4.0,11.994,0.022,11.093,0.017,0.2830693228463039
412180000000000000,49.537709,49.421927,21.7,-22.4,5.4,5.4,15.251,0.058,14.291,0.078,0.5999797147303317
412182000000000000,49.591949,49.338748,21.9,-32.6,4.1,4.1,14.797,0.045,14.096,0.06,2.1497576704404797
412204000000000000,49.596262,49.467418,22.5,-24.4,4.0,4.0,12.564,0.023,11.695,0.019,0.26875180177504776
412204000000000000,49.660216,49.46492,12.6,-17.9,6.3,6.3,10.406,0.021,9.878,0.019,4.369278064095448
412208000000000000,49.742213,49.372192,25.2,-28.9,4.1,4.1,11.523,0.02,10.655,0.019,0.672236740898254
412208000000000000,49.755646,49.43165,14.1,-28.5,4.1,4.1,14.965,0.048,13.949,0.06,4.4635768429557645
412208000000000000,49.757864,49.389835,22.0,-25.4,4.1,4.1,14.304,0.034,13.568,0.046,0.10044001080889065
412185000000000000,49.778422,49.329466,21.6,-27.2,5.6,5.6,12.048,0.02,11.625,0.022,0.05457203732376656
412208000000000000,49.782986,49.351543,13.1,-23.4,4.2,4.2,15.281,0.054,14.618,0.1,5.564896491777084
412373000000000000,49.825294,49.298848,25.0,-25.0,4.1,4.1,14.609,0.034,13.682,0.047,0.4229861758314343
412397000000000000,49.911073,49.358941,16.2,-25.8,4.1,4.1,15.009,0.043,13.881,0.05,2.455231878951598
412399000000000000,50.034914,49.360527,12.0,-19.6,7.2,6.8,11.061,0.024,10.799,0.019,3.2045860883178126
412405000000000000,50.055373,49.436682,22.8,-29.6,4.0,4.0,15.079,0.044,14.285,0.061,0.5698969949738123
412405000000000000,50.061948,49.419259,21.1,-29.6,4.0,4.0,15.058,0.044,14.151,0.061,0.7281056028111983
412404000000000000,50.218378,49.256262,6.0,-36.0,8.8,9.3,11.964,0.024,11.445,0.02,4.6112462781450505
